id,name,originalPrice,discountedPrice,description,category,rating,reviews,createdAt,updatedAt,sku,quantity,media,image
61,Emerald Mayuri Drops,99.00,45.00,"Embrace traditional elegance with our Emerald Mayuri Drops. This classic peacock design in antique silver is centered around a rich, deep Emerald Green stone. The perfect blend of oxidised metal and luminous white pearls, making them a stunning accessory for Lehengas, Sarees, or everyday wear.",Jhumka,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:16:46.22+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833405/saajjewels_products/zrgjet1wys5heog4ww1y.jpg"",""type"":""image"",""public_id"":""saajjewels_products/zrgjet1wys5heog4ww1y""}]",
62,Sunshine Oxidised Dangler Earrings,99.00,45.00,"Brighten up your day with the Sunshine Oxidised Earrings. The eye-catching yellow stone is framed by detailed oxidised silver, shaped like a classic peacock. These versatile danglers by SaajJewels are perfect for festive occasions, ethnic wear, or a stylish everyday statement. Easy to style and a must-have for your jewelry collection.",Jhumka,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:17:04.305+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833423/saajjewels_products/fazsum3ddtwnlgnaeeba.jpg"",""type"":""image"",""public_id"":""saajjewels_products/fazsum3ddtwnlgnaeeba""}]",
63,Ros� Pearl Drop,99.00,45.00,"Elevate your everyday look with this stunning 3-in-1 set. Featuring a classic pearl stud paired with a brilliant CZ solitaire, finished with a chic rose gold-plated hoop. Perfect for effortless elegance.",Studs,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:17:25.511+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833444/saajjewels_products/k9e05qlldgsbnsglslew.jpg"",""type"":""image"",""public_id"":""saajjewels_products/k9e05qlldgsbnsglslew""}]",
64,Sculpt Hoops,99.00,45.00,"The perfect accessory for the modern minimalist. These polished metal studs feature an interlocking ring design that gives a substantial, luxe feel without the weight. Easy to wear and pair with everything from office wear to weekend casual.",Studs,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:17:42.705+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833462/saajjewels_products/khglwrmjb9mvqepyc2ei.jpg"",""type"":""image"",""public_id"":""saajjewels_products/khglwrmjb9mvqepyc2ei""}]",
65,Gold Curve Studs,99.00,45.00,"Make a bold statement with these high-shine, chunky C-shaped hoops. Their smooth, polished finish and substantial size capture light beautifully, adding instant glamour to any look. Lightweight and comfortable post-back",Studs,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:18:00.483+00,,2,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833479/saajjewels_products/bou7hzaeq7w940rwhvoe.jpg"",""type"":""image"",""public_id"":""saajjewels_products/bou7hzaeq7w940rwhvoe""}]",
66,Starlight Hoops,99.00,45.00,"Shine bright with these playful, yet chic, gold star hoops. Their structured, hollow design adds a fun geometric touch, perfect for dressing up a casual outfit or making a festive statement.",Studs,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:18:19.732+00,,2,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833498/saajjewels_products/nbgujtxiwzcpfrfyrqxn.jpg"",""type"":""image"",""public_id"":""saajjewels_products/nbgujtxiwzcpfrfyrqxn""}]",
67,Small Gold Crescent Studs,99.00,45.00,"Subtle elegance for everyday wear. These tiny, polished crescent studs are a minimalist staple with a celestial twist. Perfect worn alone or added to a stack of earrings.",Studs,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:18:36.332+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833515/saajjewels_products/fennti73rkkyp4k4gq7i.jpg"",""type"":""image"",""public_id"":""saajjewels_products/fennti73rkkyp4k4gq7i""}]",
68,Love Knot Pendant,159.00,79.00,"Symbolizing eternal connection and endless love, this pendant features a beautifully textured open heart styled as a delicate knot. Suspended from a slender gold-toned chain, it�s the perfect piece for subtle, meaningful elegance.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:18:56.244+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833535/saajjewels_products/fegnvusj8ykxsxqiv2vx.jpg"",""type"":""image"",""public_id"":""saajjewels_products/fegnvusj8ykxsxqiv2vx""}]",
69,Black Daisy Charm Necklace,119.00,59.00,A charming and unique statement. This pendant features a delicate daisy design with a matte black enamel finish and a pop of yellow at the center. Perfect for adding a touch of whimsy and color to your everyday look.,Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:19:29.113+00,,2,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833568/saajjewels_products/sqeyppvpaiq1ucfb8slb.jpg"",""type"":""image"",""public_id"":""saajjewels_products/sqeyppvpaiq1ucfb8slb""}]",
70,White Daisy Charm Pendant,119.00,59.00,"The Daisy Pendant features a delicate enamel daisy on a sleek silver-tone chain. Simple, sweet, and perfect for adding a subtle pop of fresh elegance to any daily look. A must-have for every jewelry lover.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:19:41.083+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833580/saajjewels_products/yhaiwhtgonhlawzw5qsg.jpg"",""type"":""image"",""public_id"":""saajjewels_products/yhaiwhtgonhlawzw5qsg""}]",
71,Tiny Heart Cute Pendant,159.00,79.00,"Wear your heart on a chain. Little Love is our sweetest piece�a tiny, high-polish gold heart on a delicate gold-tone chain. Perfect for layering or wearing solo for a subtle, romantic statement every day. Simple love, timeless design.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:19:57.064+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833596/saajjewels_products/azp38pq8ut2if3x6dquj.jpg"",""type"":""image"",""public_id"":""saajjewels_products/azp38pq8ut2if3x6dquj""}]",
72,Crescent Moon & Star pendant,119.00,59.00,"Our Starlight Pendant captures the magic of the night sky. This charming, delicate piece features a crescent moon and star, beautifully embellished with subtle sparkle, set on a fine gold-tone chain. Perfect for adding a celestial touch of elegance to any look",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:20:22+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833621/saajjewels_products/dw9gyrjnejsdd8zrbpac.jpg"",""type"":""image"",""public_id"":""saajjewels_products/dw9gyrjnejsdd8zrbpac""}]",
73,Endless Love Pendant,159.00,79.00,"The Endless Love necklace showcases the classic infinity symbol in a smooth, high-shine gold-tone finish. A simple, meaningful piece representing eternal commitment and style.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:20:34.147+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833633/saajjewels_products/jj7iv7xmglsxkzg3xxb6.jpg"",""type"":""image"",""public_id"":""saajjewels_products/jj7iv7xmglsxkzg3xxb6""}]",
74,Silver Bow Necklace,119.00,59.00,"Ribbon Tie features a beautifully textured bow pendant on a delicate silver-tone chain. Sweet, chic, and perfect for adding a touch of feminine flair to your everyday look.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:20:54.656+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833654/saajjewels_products/yyfmt33zyfopqw8kqxp5.jpg"",""type"":""image"",""public_id"":""saajjewels_products/yyfmt33zyfopqw8kqxp5""}]",
75,Gold Four Leaf pendant,119.00,59.00,Bring good fortune to your style. The Lucky Charm necklace features a beautiful four-leaf clover pendant fully set with sparkling stones in a gold tone. It's a statement piece that adds glamour and a touch of luck to any look.,Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:21:12.2+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833671/saajjewels_products/vvyijhs4tqcxgdi1sh5n.jpg"",""type"":""image"",""public_id"":""saajjewels_products/vvyijhs4tqcxgdi1sh5n""}]",
76,Adore Pendant,119.00,59.00,"A delicate necklace featuring a sparkling crystal-studded circle and a sweet, floating heart detail within. Perfect for everyday elegance or as a thoughtful gift. Lightweight and timeless.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:21:28.418+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833687/saajjewels_products/gtzesaq2xxx8cop4ds1a.jpg"",""type"":""image"",""public_id"":""saajjewels_products/gtzesaq2xxx8cop4ds1a""}]",
77,Glimmer Heart Necklace,119.00,59.00,"A charming, petite heart pendant dipped in rich gold tone and studded with shimmering crystals. This dainty necklace is perfect for layering or wearing on its own for a touch of everyday radiance. A sweet token of affection.",Pendants,4.50,0,2025-11-11 10:03:44.605+00,2025-12-15 21:21:42.613+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1765833702/saajjewels_products/hmxdtgdk0o6o70xtexzm.jpg"",""type"":""image"",""public_id"":""saajjewels_products/hmxdtgdk0o6o70xtexzm""}]",
79,Forever Him – Premium Men’s Gift Hamper,3499.00,2199.00,"Make his special moments unforgettable with our Forever Him – Premium Men’s Gift Hamper, thoughtfully curated to express love, style, and elegance. Perfect for Birthdays, Anniversaries, Valentine’s Day, or any celebration, this luxury hamper combines timeless fashion with heartfelt personalization.
Beautifully arranged in a rigid collapsible premium gift box, this hamper is designed to impress from the first glance and create lasting memories.

What’s Inside the Hamper?
✨ Premium Men’s Shirt
✨ Stylish Wrist Watch
✨ Perfume (Long-lasting fragrance)
✨ Chocolate Treat
✨ Sunglasses
✨ Personalized Photo
✨ Warm White Decorative Fairy Lights
✨ Handmade Greeting Card
✨ Occasion Topper (Birthday / Anniversary / Love, etc.)
✨ Elegant Rigid Collapsible Gift Box

“To select the shirt size or request any customization, feel free to DM us directly on @saaj__jewels. We’re happy to personalize it for you.”",Men's Hamper,4.50,0,2026-01-26 19:26:48.423+00,2026-02-01 08:15:12.062+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769456196/saajjewels_products/s9g9jsqiodhxcb9njnug.jpg"",""type"":""image"",""public_id"":""saajjewels_products/s9g9jsqiodhxcb9njnug""}]",
80,To My Forever – Anniversary Gift Box,3680.00,2249.00,"Celebrate your journey of love with our Forever & Always – Anniversary Men’s Hamper by Saaj Jewels, thoughtfully curated to make your anniversary truly unforgettable. This luxurious hamper is a perfect blend of style, emotions, and meaningful details—designed to express love that grows stronger with time.
Beautifully arranged in a premium rigid collapsible gift box, this hamper includes a stylish men’s shirt, elegant watch, perfume, chocolates, and personalized elements that add a heartfelt touch. The warm fairy lights and customized photo create a magical presentation, while the handmade card and anniversary topper make it even more special.
Whether it’s your first anniversary or a milestone celebration, this hamper is a timeless way to say “I choose you, always.”
Hamper Includes
• Premium Men’s Shirt
• Stylish Wrist Watch
• Perfume
• Chocolate
• Sunglasses
• Personalized Photo
• Warm Decorative Fairy Lights
• Handmade Greeting Card
• Anniversary Topper
• Luxury Rigid Collapsible Gift Box
Perfect For
💍 Wedding Anniversaries
💖 Romantic Surprises
🎁 Gift for Husband / Boyfriend

“To select the shirt size or request any customization, feel free to DM us directly on Saaj Jewels. We’re happy to personalize it for you.”",Hamper,4.50,0,2026-01-26 19:43:52.692+00,2026-01-26 19:43:52.692+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769456631/saajjewels_products/yruqgeoisvlsk1opsler.jpg"",""type"":""image"",""public_id"":""saajjewels_products/yruqgeoisvlsk1opsler""}]",
81,Forever Him – Signature Men’s Gift Hamper,2499.00,1899.00,"Make every celebration unforgettable with Forever Him – Signature Men’s Gift Hamper by Saaj Jewels. Thoughtfully curated with premium essentials and personalized details, this hamper is designed to impress and create lasting memories for the special man in your life.
Presented in a luxury rigid collapsible gift box, the hamper features a stylish men’s shirt, elegant watch, perfume, chocolates, and sunglasses, beautifully complemented with warm decorative lights. The personalized photo, handmade greeting card, and occasion topper (Birthday / Anniversary / Love) add a heartfelt touch, making it a perfect blend of style and emotions.
Whether it’s a Birthday, Anniversary, Valentine’s Day, or a surprise gesture, this men’s hamper is a timeless expression of love and care.
Hamper Includes
• Premium Men’s Shirt
• Perfume
• Chocolate
• Sunglasses
• Personalized Photo
• Warm Decorative Fairy Lights
• Occasion Topper (Birthday / Anniversary / Love, etc.)
• Luxury Rigid Collapsible Gift Box

“To select the shirt size or request any customization, feel free to DM us directly on Saaj Jewels. We’re happy to personalize it for you.”",Men's Hamper,4.50,0,2026-01-26 19:52:56.244+00,2026-02-01 08:56:44.926+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769457175/saajjewels_products/ag9fznjihbbj9lbliycc.jpg"",""type"":""image"",""public_id"":""saajjewels_products/ag9fznjihbbj9lbliycc""}]",
82,Tak Blue Peacock Inspired Oxidised Earring Box (16 Pairs),1999.00,999.00,"Add a touch of elegance inspired by rich peacock hues with Teal Blue Oxidised Earring Box by Saaj Jewels. This beautifully curated collection features 16 pairs of oxidised earrings and traditional jhumkas in stunning teal blue tones, perfect for enhancing ethnic and fusion looks.
Each pair showcases unique craftsmanship—from classic jhumkas to bold statement earrings—making this set ideal for daily wear, festive occasions, weddings, and celebrations. The earrings are neatly arranged in a premium jewellery storage gift box, offering both style and convenience.
A must-have collection for jewellery lovers who adore timeless designs with a modern teal blue charm.

Product Includes
• 16 Pairs of Oxidised Earrings & Jhumkas (designs based on availability)
• Teal Blue (Peacock-Inspired) Colour Theme
• Premium Jewellery Storage Gift Box

Perfect For
💙 Festive & Traditional Wear
💙 Wedding & Ethnic Outfits
💙 Gifting & Personal Collection",Jhumka Box,4.50,0,2026-01-26 20:00:53.708+00,2026-02-01 08:59:37.701+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769457653/saajjewels_products/ci8i75yxarvswsi5n9ff.jpg"",""type"":""image"",""public_id"":""saajjewels_products/ci8i75yxarvswsi5n9ff""}]",
83,Maroon Velvet Jhumka Box,1999.00,1099.00,"Experience timeless tradition with Riwaayat – Maroon Velvet Zhumka Box by Saaj Jewels. This exquisite jewellery box features 16 pairs of beautifully crafted oxidised earrings and traditional zhumkas, carefully arranged in a luxurious maroon velvet storage box that adds a royal touch to your collection.
From classic temple-style jhumkas to elegant statement earrings, each pair is designed to complement ethnic, festive, and wedding outfits. The velvet interior not only enhances the presentation but also keeps your jewellery safe and organized.
Perfect for personal use or gifting, this zhumka box is a must-have for every jewellery lover who appreciates tradition with elegance.

Product Includes
• 16 Pairs of Oxidised Earrings & Zhumkas (Designs based on availability)
• Premium Maroon Velvet Jewellery Storage Box
• Traditional & Statement Designs

Perfect For
❤️ Festive & Wedding Wear
❤️ Traditional & Ethnic Outfits
❤️ Gifting & Jewellery Collections",Jhumka Box,4.50,0,2026-01-26 20:06:53.054+00,2026-02-01 08:14:44.107+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769458012/saajjewels_products/kdnaag9hiij0tlntkyzf.jpg"",""type"":""image"",""public_id"":""saajjewels_products/kdnaag9hiij0tlntkyzf""}]",
84,Red Maroon Zhumka Box (16 Pairs),1999.00,999.00,"Discover timeless tradition with- Red Maroon Zhumka Box by Saaj Jewels. This beautifully curated collection features 16 pairs of oxidised earrings and traditional zhumkas, neatly arranged in a stylish red-maroon coloured jewellery box for easy storage and elegant presentation.
The box includes a variety of classic jhumkas, statement earrings, and stone-accented designs, making it perfect for festive wear, ethnic outfits, weddings, and daily traditional styling. Designed for both convenience and beauty, this zhumka box helps keep your earrings organized and ready to wear.
Ideal for personal use or gifting, this collection is a must-have for jewellery lovers who appreciate traditional charm.

Product Includes
• 16 Pairs of Oxidised Earrings & Zhumkas
• Red-Maroon Coloured Jewellery Storage Box
• Traditional & Statement Designs

Perfect For
❤️ Festive & Ethnic Wear
❤️ Wedding & Traditional Looks
❤️ Gifting & Jewellery Collection",Jhumka Box,4.50,0,2026-01-26 20:09:13.753+00,2026-02-01 09:00:13.912+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769458152/saajjewels_products/k1z2rudmr7s0lolui90k.jpg"",""type"":""image"",""public_id"":""saajjewels_products/k1z2rudmr7s0lolui90k""}]",
85,Chocoluxe sweet glow tower (2 layer),3199.00,1999.00,"Chocoluxe Sweet Glow  Tower is a beautifully handcrafted 2-layer chocolate arrangement, designed to make every celebration extra special.
The lower layer is made with delicious KitKat chocolates, while the upper layer is styled with soft and tasty Lotte Choco Pie, creating a perfect balance of crunch and sweetness 🍫✨
This tower is enhanced with warm fairy lights that add a magical glow, making it a stunning gifting piece. A personal photo is included to turn this chocolate tower into a memorable keepsake. Additional chocolates are added to make it even more indulgent.
🎁 Perfect for: Birthdays, Anniversaries, Valentine’s Day, Surprise Gifts & Special Occasions.
✨ Features:
2-Layer Chocolate Tower Design
KitKat Base Layer
Lotte Choco Pie Upper Layer
Warm Fairy Light Decoration
Personalized Photo Included 📸
Extra Chocolates
Elegant & Eye-Catching Presentation
💌 Customization Available
Want to add your own photo, message, name, or occasion theme?
👉 DM us on Instagram @saaj__jewels to customize your order as per your choice.
💖 A perfect blend of chocolates, memories & glowing love — exclusively from Saaj Jewels.",Chocolate Tower,4.50,0,2026-01-29 09:14:55.538+00,2026-02-01 08:13:33.988+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769937521/saajjewels_products/ucqvizdvi6asbdomw97f.jpg"",""type"":""image"",""public_id"":""saajjewels_products/ucqvizdvi6asbdomw97f""}]",
86,Choco Bliss – 3 Layer Chocolate Tower,3599.00,2699.00,"Celebrate birthdays in the sweetest way with our Choco Bliss – 3 Layer Chocolate Tower, a delightful combination of chocolates, lights, and love. Designed to impress at first glance, this tower is stacked in three elegant layers, beautifully arranged with KitKat and assorted premium chocolates, making it a perfect centerpiece for birthday celebrations.
The tower is enhanced with warm decorative lights and a “Happy Birthday” customized element, creating a magical and joyful gifting experience. Whether you’re surprising a friend, partner, or family member, this chocolate tower adds extra sweetness to their special day.

Highlights:
3-Layer Chocolate Tower
KitKat &  Chocolates 
Fairy Lights
“Happy Birthday” Customization
Premium Festive Presentation
Perfect for Birthday Surprises & Celebrations
Customization Note

✨ Customization available!
You can customize:
Name or message
Occasion text (Birthday / Anniversary / Love / Surprise)
Chocolate selection
Light color & theme

📩 DM us on Instagram or WhatsApp for customization, pricing & availability.
Every tower is made with love, just for you 💝",Chocolate Tower,4.50,0,2026-01-29 09:18:07.672+00,2026-02-01 08:57:57.83+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769678287/saajjewels_products/bsukemlkne2xa0jvbpln.jpg"",""type"":""image"",""public_id"":""saajjewels_products/bsukemlkne2xa0jvbpln""}]",
87,Premium Bucket Bouquet with photos and chocolates,1999.00,1299.00,"Bucket Bouquet is a perfect blend of love, emotions, and indulgence. Thoughtfully designed in a premium bucket, this bouquet combines delicious chocolates with personalized photo memories to create a truly unforgettable gift.
Each bouquet is beautifully arranged to celebrate special moments—whether it’s a birthday, anniversary, Valentine’s Day, or just a surprise to make someone smile. Add your favorite photos and chocolates to make it uniquely yours.
✨ Because some memories deserve to be seen, and some love deserves to be tasted.

🎁 Key Features
Premium decorative bucket bouquet
Delicious chocolates arranged elegantly
Personalized photo prints included
Fully customizable (photos & chocolate selection)
Perfect for birthdays, anniversaries, Valentine’s Day & surprises
Handcrafted with love by Saaj Jewels",Bouquet,4.50,0,2026-01-29 09:20:52.19+00,2026-01-29 09:20:52.19+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769678451/saajjewels_products/hc8ktmsfvkw8xyjop553.jpg"",""type"":""image"",""public_id"":""saajjewels_products/hc8ktmsfvkw8xyjop553""}]",
88,“Bloom & Choco Surprise Bucket Bouquet” ✨🍫,2599.00,2199.00,"Make every moment extra special with our Bloom & Choco Surprise Bucket Bouquet, a perfect blend of flowers, chocolates, and magical surprises.
This beautifully arranged premium bucket hamper includes fresh/artificial flowers, a variety of delicious chocolates like Silk and other assorted treats, and elegant fairy lights to add a warm glow.
The highlight of this bouquet is a Kinder Joy surprise gift hidden inside, making it even more exciting and unique.
A perfect choice for birthdays, anniversaries, Valentine’s Day, or any special celebration.
✨ Customization Available:
Want to add photos, name tags, extra chocolates, or a personalized theme?
📩 DM Saaj Jewels on Instagram for further customization!",Bouquet,4.50,0,2026-01-29 09:30:00.033+00,2026-01-29 09:30:00.033+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769678999/saajjewels_products/ct6mtukdg0imjer0twsn.jpg"",""type"":""image"",""public_id"":""saajjewels_products/ct6mtukdg0imjer0twsn""}]",
89,Sparkle Bloom Jewellery Bouquet ✨💐,699.00,499.00,"Surprise your loved ones with something truly unique — our Sparkle Bloom Jewellery Bouquet is a luxurious mix of elegance, flowers, and jewellery charm.
This beautifully handcrafted bouquet includes stylish Saaj Jewels accessories, arranged with premium artificial blooms, chocolates, and decorative wrapping to create a stunning gift hamper.
Perfect for birthdays, anniversaries, Valentine’s Day, bridesmaids gifts, or any special occasion, this bouquet is designed to make the moment unforgettable.
✨ A gift that feels like flowers, but shines like jewellery!
💖 Customization Available:
You can personalize it with your choice of jewellery, chocolates, flowers, colors, name tags, or special themes.
📩 DM Saaj Jewels on Instagram for customization & orders.
Products includes:
Pendant/neckpiece
Pair of earring/Jhumka
One charm bracelet
Scrunchie Medium size (2)
Scrunchie Large 
Crystal stone bow
Flower claw clip
Korean hair clips 
Heart clutcher
Korean bow clutcher
Two kitkat",Bouquet,4.50,0,2026-01-29 10:10:19.307+00,2026-01-29 10:10:19.307+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769681418/saajjewels_products/lioyz3qvday5fj7aeuh7.jpg"",""type"":""image"",""public_id"":""saajjewels_products/lioyz3qvday5fj7aeuh7""}]",
90,Kitty Birthday Chocolate Bouquet 🎂🍫,599.00,449.00,"Make birthdays extra sweet and adorable with our Kitty Birthday Chocolate Bouquet — a perfect combination of chocolates, cute theme wrapping, and birthday vibes.
This handcrafted chocolate bouquet comes in a charming Hello Kitty inspired birthday theme, filled with delicious treats like:
🍫 KitKat
🍫 Crispello
🍫 Dairy Milk
🍫 Dark Fantasy
(and more chocolates as per availability)
Beautifully decorated with premium wrapping, floral fillers, and a birthday topper, this bouquet is a unique gift for kids, best friends, or anyone who loves cute surprises.
✨ Perfect for birthdays, special celebrations, and sweet gifting moments.
💖 Customization Available:
You can personalize it with different chocolates, theme colors, name toppers, and special add-ons.
📩 DM Saaj Jewels on Instagram for customization & orders!",Bouquet,4.50,0,2026-01-29 10:11:46.138+00,2026-01-29 10:11:46.138+00,,3,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769681505/saajjewels_products/zd8kqz0y27aal6zaewxv.jpg"",""type"":""image"",""public_id"":""saajjewels_products/zd8kqz0y27aal6zaewxv""}]",
91,Chocodelight bouquet,599.00,399.00,"Make every celebration sweeter with our Choco Delight Surprise Bouquet, a beautifully handcrafted chocolate bouquet filled with delicious treats and premium packaging.
This bouquet includes a tempting mix of chocolates and candies such as:
🍫 KitKat
🍫 Dairy Milk
🍫 5 Star
🍬 Assorted Candies
🍫 Lotte Choco Pie
(and more chocolates as per availability)
Wrapped in elegant decorative sheets with a ribbon finish, this bouquet is a perfect gift for birthdays, anniversaries, Valentine’s Day, or any special surprise moment.
✨ A unique way to say “I love you” with chocolates!
💖 Customization Available:
You can customize the bouquet with your choice of chocolates, theme colors, toppers, name tags, and extra add-ons.
📩 DM Saaj Jewels on Instagram for customization & orders!",Bouquet,4.50,0,2026-01-29 10:13:41.685+00,2026-01-29 10:13:41.685+00,,3,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769681621/saajjewels_products/yuwbcub0mumbyrnimtt1.jpg"",""type"":""image"",""public_id"":""saajjewels_products/yuwbcub0mumbyrnimtt1""}]",
92,Customized Jewellery Photo Bouquet,999.00,649.00,"Make every celebration extra special with our Forever Memories Customized Jewellery Photo Bouquet by Saaj Jewels.
This beautiful premium bouquet is a perfect combination of elegant jewellery pieces and personalized photo memories, making it a truly unforgettable gift for your loved ones.
It includes stunning earrings, bracelets, and stylish accessories arranged in a luxurious bouquet style, decorated with aesthetic wrapping, ribbons, and photo inserts to create a heartfelt surprise.
Perfect for Birthdays, Anniversaries, Bridesmaids Gifts, Best Friend Surprises, or Any Special Occasion.
💝 What’s Inside:
✔ Premium Jewellery Pieces (Earrings, Bracelet, Rings, etc.)
✔ Customized Photo Prints
✔ Elegant Bouquet Wrapping & Decoration
✔ Gift-ready Presentation with Ribbon Finish
🌟 Customization Available:
Want to add your own photos, special jewellery choices, or theme colors?
📩 DM us on Instagram/WhatsApp for customization and personalized orders!
Products included:
Photos
Scrunchie (large)
Pendant
Korean clips 
Flower claw 
Earrings
Pair of jhumka 
Charm bracelet
Small hair bow
Heart clutcher 
Flower clutcher",Bouquet,4.50,0,2026-01-29 12:18:00.1+00,2026-01-29 12:18:00.1+00,,3,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769689079/saajjewels_products/swnw6gqlr0zwfurkghrt.jpg"",""type"":""image"",""public_id"":""saajjewels_products/swnw6gqlr0zwfurkghrt""}]",
93,Personalized Photo Bouquet,599.00,399.00,"Make every celebration extra special with our Memories & Chocolates Personalized Bouquet, a unique combination of sweet treats and cherished moments.
This beautifully wrapped bouquet includes a delightful mix of premium chocolates like KitKat, Dairy Milk, 5 Star, and more, paired with custom photo prints that make it truly one-of-a-kind. Finished with elegant wrapping and a ribbon bow, it’s the perfect gift for birthdays, anniversaries, or surprise celebrations.
✨ A bouquet that’s not just a gift, but a memory!
Includes:
Assorted chocolates (as per availability)
Personalized photo prints
Premium bouquet wrapping & ribbon
📌 Customization Available!
Want to add more chocolates, photos, a message card, or theme wrapping?
DM us on Instagram/WhatsApp to customize your bouquet perfectly.",Bouquet,4.50,0,2026-01-29 12:24:33.159+00,2026-01-29 12:24:33.159+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769689472/saajjewels_products/uhd0scjt36cnxfhr8lpg.jpg"",""type"":""image"",""public_id"":""saajjewels_products/uhd0scjt36cnxfhr8lpg""}]",
94,“Sweetheart Chocolate Bouquet – Valentine’s Special” 💐❤️,559.00,399.00,"Make this Valentine’s Day extra sweet with our Sweetheart Chocolate Bouquet, a perfect blend of love, chocolates, and adorable charm.
Beautifully wrapped in premium red floral packaging with a cute romantic theme, this bouquet is filled with delicious assorted chocolates like KitKat, Crispero, Dark Fantasy, Lotte Choco Pie, and more (as per availability).
A unique gift that’s more special than flowers, this chocolate bouquet is ideal for surprising your partner, best friend, or someone you truly adore.
✨ Perfect for Valentine’s Day, proposals, anniversaries, or love surprises.
Customization Available 💌
Want to add a personal touch?
We can customize it with photos, special notes, extra chocolates, name tags, fairy lights, and more.
📩 DM us on Instagram/WhatsApp to customize your bouquet",Bouquet,4.50,0,2026-01-29 12:34:59.005+00,2026-01-29 12:34:59.005+00,,1,"[{""url"":""https://res.cloudinary.com/dfqqzbff7/image/upload/v1769690098/saajjewels_products/nc7jugpovjmf21edwycr.jpg"",""type"":""image"",""public_id"":""saajjewels_products/nc7jugpovjmf21edwycr""}]",
